ZCTA5,STATE,PLACE,CLASSFP,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,PLPOP,PLHU,PLAREA,PLAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,PLPOPPCT,PLHUPCT,PLAREAPCT,PLAREALANDPCT
08034,34,12385,U1,3412385,1913,809,1269744,1269744,18151,7506,15404232,15390120,14171,5941,9442923,9433431,10.54,10.78,8.24,8.25,13.5,13.62,13.45,13.46
08034,34,21120,U1,3421120,496,160,565582,565582,18151,7506,15404232,15390120,4413,1976,2343627,2343627,2.73,2.13,3.67,3.67,11.24,8.1,24.13,24.13
08034,34,27995,U1,3427995,30,12,1441587,1441587,18151,7506,15404232,15390120,11367,4134,12085874,12066508,0.17,0.16,9.36,9.37,0.26,0.29,11.93,11.95
08034,34,36960,U1,3436960,5685,2553,3013082,3009048,18151,7506,15404232,15390120,5685,2553,3013082,3009048,31.32,34.01,19.56,19.55,100,100,100,100
08034,34,69900,U1,3469900,0,0,180891,180891,18151,7506,15404232,15390120,14518,5434,13863677,13853176,0,0,1.17,1.18,0,0,1.3,1.31
08035,34,03250,C5,3403250,106,44,46940,46940,7566,3198,4099247,4085674,6983,3158,4161486,4161486,1.4,1.38,1.15,1.15,1.52,1.39,1.13,1.13
08035,34,28800,C5,3428800,7460,3154,4052307,4038734,7566,3198,4099247,4085674,7473,3159,4076288,4062715,98.6,98.62,98.85,98.85,99.83,99.84,99.41,99.41
08037,34,21420,U1,3421420,860,273,2579040,2579040,24308,9214,306828214,302608875,1437,477,8303554,8301259,3.54,2.96,0.84,0.85,59.85,57.23,31.06,31.07
08037,34,23940,C5,3423940,840,308,18276135,18069625,24308,9214,306828214,302608875,1885,717,21855105,21243371,3.46,3.34,5.96,5.97,44.56,42.96,83.62,85.06
08037,34,29430,C5,3429430,14791,5715,107274370,105897174,24308,9214,306828214,302608875,14791,5715,107274370,105897174,60.85,62.03,34.96,34.99,100,100,100,100
08038,34,29520,U1,3429520,80,43,248950,247207,124,61,54577838,44866618,254,103,550772,533015,64.52,70.49,0.46,0.55,31.5,41.75,45.2,46.38
08042,34,36300,U1,3436300,201,63,1466559,1466559,203,64,1722513,1722513,429,150,3326752,3326752,99.01,98.44,85.14,85.14,46.85,42,44.08,44.08
08042,34,82960,C5,3482960,0,0,55314,55314,203,64,1722513,1722513,802,348,4579129,4579129,0,0,3.21,3.21,0,0,1.21,1.21
08043,34,19900,U1,3419900,10743,5469,7344167,7282824,29131,12260,30156888,29764464,10743,5469,7344167,7282824,36.88,44.61,24.35,24.47,100,100,100,100
08045,34,39420,C5,3439420,2909,1158,3351005,3351005,2909,1158,3351005,3351005,2945,1174,3646997,3646997,100,100,100,100,98.78,98.64,91.88,91.88
08049,34,42630,C5,3442630,4341,1850,2506682,2506682,5350,2219,3234818,3234818,4341,1850,2506682,2506682,81.14,83.37,77.49,77.49,100,100,100,100
08049,34,68340,C5,3468340,6,3,2089,2089,5350,2219,3234818,3234818,5151,2158,3592079,3592079,0.11,0.14,0.06,0.06,0.12,0.14,0.06,0.06
08050,34,04120,U1,3404120,3896,4571,5476644,4132751,24285,12729,96927942,78847087,3896,4571,5550937,4137007,16.04,35.91,5.65,5.24,100,100,98.66,99.9
08050,34,42930,U1,3442930,2303,1071,4978925,4731212,24285,12729,96927942,78847087,2303,1071,4978925,4731212,9.48,8.41,5.14,6,100,100,100,100
08050,34,54315,U1,3454315,15217,5644,9543614,9270425,24285,12729,96927942,78847087,16142,5923,15426502,15146985,62.66,44.34,9.85,11.76,94.27,95.29,61.87,61.2
08053,34,44100,U1,3444100,10133,4343,8378434,8357400,45538,18303,76942049,75844617,10133,4343,8378434,8357400,22.25,23.73,10.89,11.02,100,100,100,100
08054,34,47895,U2,3447895,0,0,46091,46091,41864,18249,56913459,56191082,14217,5595,18435265,18156674,0,0,0.08,0.08,0,0,0.25,0.25
08054,34,61650,U1,3461650,5907,2388,8732923,8696167,41864,18249,56913459,56191082,5907,2388,8768946,8732190,14.11,13.09,15.34,15.48,100,100,99.59,99.59
08055,34,45210,C5,3445210,4146,1543,3348182,3008325,27179,10195,106763791,103812747,4146,1543,3348182,3008325,15.25,15.13,3.14,2.9,100,100,100,100
08057,34,47895,U2,3447895,14217,5595,18389174,18110583,21090,7983,40013279,39430476,14217,5595,18435265,18156674,67.41,70.09,45.96,45.93,100,100,99.75,99.75
08057,34,61650,U1,3461650,0,0,36023,36023,21090,7983,40013279,39430476,5907,2388,8768946,8732190,0,0,0.09,0.09,0,0,0.41,0.41
08059,34,48750,C5,3448750,4676,2010,2332100,2281671,5612,2371,3252847,3118604,4676,2010,2332100,2281671,83.32,84.77,71.69,73.16,100,100,100,100
08062,34,49440,U1,3449440,3982,1502,9391522,9332646,15756,5265,79562232,79207060,3982,1502,9391522,9332646,25.27,28.53,11.8,11.78,100,100,100,100
08062,34,62820,U1,3462820,3156,974,16371818,16274142,15756,5265,79562232,79207060,3459,1101,23077233,22920572,20.03,18.5,20.58,20.55,91.24,88.47,70.94,71
08063,34,49680,C5,3449680,3036,1153,3761679,2600961,3102,1181,3806502,2645784,3036,1153,3761679,2600961,97.87,97.63,98.82,98.31,100,100,100,100
08065,34,55800,C5,3455800,7398,3392,6605202,4828303,7398,3392,6694722,4831117,7398,3392,6605202,4828303,100,100,98.66,99.94,100,100,100,100
08066,34,57150,C5,3457150,6097,2533,6745109,4909601,8437,3863,15225499,12775681,6097,2533,6745109,4909601,72.27,65.57,44.3,38.43,100,100,100,100
08067,34,57360,U1,3457360,524,220,2344896,2339934,1635,648,51954271,49565011,524,220,2344896,2339934,32.05,33.95,4.51,4.72,100,100,100,100
08068,34,57480,C5,3457480,1409,642,1559888,1515038,6727,2750,60936981,60305720,1409,642,1559888,1515038,20.95,23.35,2.56,2.51,100,100,100,100
08068,34,57540,U1,3457540,2423,1116,2427116,2425977,6727,2750,60936981,60305720,2423,1116,2427116,2425977,36.02,40.58,3.98,4.02,100,100,100,100
08069,34,10600,U1,3410600,7281,3155,22112463,20997309,13076,5439,45778713,43614084,7382,3217,22714933,21578610,55.68,58.01,48.3,48.14,98.63,98.07,97.35,97.31
08069,34,57750,C5,3457750,5147,2004,2361074,2356920,13076,5439,45778713,43614084,5147,2004,2361074,2356920,39.36,36.85,5.16,5.4,100,100,100,100
08070,34,10600,U1,3410600,61,39,206462,204275,13059,5768,61580320,53122392,7382,3217,22714933,21578610,0.47,0.68,0.34,0.38,0.83,1.21,0.91,0.95
08070,34,57840,U1,3457840,11477,5024,24683992,23879687,13059,5768,61580320,53122392,11888,5209,26992727,26069219,87.89,87.1,40.08,44.95,96.54,96.45,91.45,91.6
08071,34,26340,C5,3426340,472,192,472972,472972,9551,3923,8667056,8536951,18579,6590,23882149,23787377,4.94,4.89,5.46,5.54,2.54,2.91,1.98,1.99
08071,34,59070,C5,3459070,9011,3705,5978191,5869635,9551,3923,8667056,8536951,9011,3705,5978191,5869635,94.35,94.44,68.98,68.76,100,100,100,100
08071,34,62820,U1,3462820,3,2,1181644,1160095,9551,3923,8667056,8536951,3459,1101,23077233,22920572,0.03,0.05,13.63,13.59,0.09,0.18,5.12,5.06
08072,34,61440,U1,3461440,225,86,561771,561771,225,86,630692,590195,588,225,2353778,2293223,100,100,89.07,95.18,38.27,38.22,23.87,24.5
08074,34,62820,U1,3462820,58,30,888613,886988,58,30,888613,886988,3459,1101,23077233,22920572,100,100,100,100,1.68,2.72,3.85,3.87
08077,34,63660,C5,3463660,2779,1112,2502067,1722169,18307,6855,23271571,21139320,2779,1112,2502067,1722169,15.18,16.22,10.75,8.15,100,100,100,100
08078,34,65160,C5,3465160,8385,3512,5381554,5231250,8385,3512,5381554,5231250,8468,3548,5477250,5326946,100,100,100,100,99.02,98.99,98.25,98.2
08079,34,00850,U1,3400850,209,79,4050700,3905471,10987,5118,259070780,235793993,1402,533,18445007,17787565,1.9,1.54,1.56,1.66,14.91,14.82,21.96,21.96
08079,34,29520,U1,3429520,6,2,40499,32457,10987,5118,259070780,235793993,254,103,550772,533015,0.05,0.04,0.02,0.01,2.36,1.94,7.35,6.09
08079,34,61440,U1,3461440,363,139,1792007,1731452,10987,5118,259070780,235793993,588,225,2353778,2293223,3.3,2.72,0.69,0.73,61.73,61.78,76.13,75.5
08079,34,65490,C5,3465490,5146,2633,7290934,6069517,10987,5118,259070780,235793993,5146,2633,7290934,6069517,46.84,51.45,2.81,2.57,100,100,100,100
08080,34,62820,U1,3462820,56,21,1236772,1234562,37433,13512,75216726,74779995,3459,1101,23077233,22920572,0.15,0.16,1.64,1.65,1.62,1.91,5.36,5.39
08080,34,74270,U1,3474270,1685,535,1436463,1434767,37433,13512,75216726,74779995,3742,1237,3870520,3850630,4.5,3.96,1.91,1.92,45.03,43.25,37.11,37.26
08083,34,32220,C5,3432220,870,420,597161,597161,9455,3751,6505265,6474425,870,420,597161,597161,9.2,11.2,9.18,9.22,100,100,100,100
08083,34,68340,C5,3468340,5145,2155,3589990,3589990,9455,3751,6505265,6474425,5151,2158,3592079,3592079,54.42,57.45,55.19,55.45,99.88,99.86,99.94,99.94
08084,34,71220,C5,3471220,7040,2761,4010049,4010049,7040,2761,4010049,4010049,7040,2761,4010049,4010049,100,100,100,100,100,100,100,100
08085,34,04400,U1,3404400,4847,1662,4832820,4516725,18737,6374,127516769,119552836,4847,1662,4832820,4516725,25.87,26.07,3.79,3.78,100,100,100,100
08085,34,71850,C5,3471850,2584,1004,1963604,1875521,18737,6374,127516769,119552836,2584,1004,1963604,1875521,13.79,15.75,1.54,1.57,100,100,100,100
08087,34,49560,U1,3449560,8493,5185,19945254,17934761,24104,12509,147177556,129426666,8493,5185,19945254,17934761,35.23,41.45,13.55,13.86,100,100,100,100
08087,34,74210,C5,3474210,3347,1902,9850887,8711740,24104,12509,147177556,129426666,3347,1902,9850887,8711740,13.89,15.21,6.69,6.73,100,100,100,100
08088,34,39885,U1,3439885,3582,2351,5291326,4960412,24664,9813,362303475,357598297,3582,2351,5291326,4960412,14.52,23.96,1.46,1.39,100,100,100,100
08089,34,12550,C5,3412550,1634,621,4453226,4449226,4253,1597,49759647,49562598,1634,621,4453226,4449226,38.42,38.89,8.95,8.98,100,100,100,100
08090,34,54060,U1,3454060,3483,1315,1840638,1831251,8358,3113,6734986,6638153,3483,1315,1840638,1831251,41.67,42.24,27.33,27.59,100,100,100,100
08090,34,78110,C5,3478110,2278,860,2546939,2518400,8358,3113,6734986,6638153,2278,860,2546939,2518400,27.26,27.63,37.82,37.94,100,100,100,100
08092,34,04120,U1,3404120,0,0,74293,4256,3673,1569,67310165,59779399,3896,4571,5550937,4137007,0,0,0.11,0.01,0,0,1.34,0.1
08093,34,80120,C5,3480120,4288,1912,3568110,2652485,9741,4180,14374346,12056202,4288,1912,3568110,2652485,44.02,45.74,24.82,22,100,100,100,100
08094,34,13360,C5,3413360,97,37,2839949,2836585,39940,14800,139026493,136536068,8179,3128,18993988,18492257,0.24,0.25,2.04,2.08,1.19,1.18,14.95,15.34
08094,34,14230,U1,3414230,1706,605,1816120,1654937,39940,14800,139026493,136536068,1706,605,1816120,1654937,4.27,4.09,1.31,1.21,100,100,100,100
08094,34,23940,C5,3423940,1040,406,2736957,2331733,39940,14800,139026493,136536068,1885,717,21855105,21243371,2.6,2.74,1.97,1.71,55.17,56.62,12.52,10.98
08094,34,75920,U1,3475920,2111,779,6529070,6220815,39940,14800,139026493,136536068,2111,779,6529070,6220815,5.29,5.26,4.7,4.56,100,100,100,100
08094,34,81380,U1,3481380,15567,5857,19225283,19215604,39940,14800,139026493,136536068,15567,5857,19225283,19215604,38.98,39.57,13.83,14.07,100,100,100,100
08096,34,82120,C5,3482120,10159,4448,5248032,5118291,36116,14892,39992934,39130072,10174,4456,5333193,5203452,28.13,29.87,13.12,13.08,99.85,99.82,98.4,98.36
08096,34,82180,C5,3482180,0,0,27478,27478,36116,14892,39992934,39130072,3055,1125,3181765,3165710,0,0,0.07,0.07,0,0,0.86,0.87
08097,34,82120,C5,3482120,15,8,85161,85161,3293,1217,3590816,3566732,10174,4456,5333193,5203452,0.46,0.66,2.37,2.39,0.15,0.18,1.6,1.64
08097,34,82180,C5,3482180,3055,1125,3154287,3138232,3293,1217,3590816,3566732,3055,1125,3181765,3165710,92.77,92.44,87.84,87.99,100,100,99.14,99.13
08098,34,00850,U1,3400850,360,144,8042788,7703351,9090,3582,147295962,145985411,1402,533,18445007,17787565,3.96,4.02,5.46,5.28,25.68,27.02,43.6,43.31
08098,34,82720,C5,3482720,3505,1529,4209107,4104271,9090,3582,147295962,145985411,3505,1529,4209107,4104271,38.56,42.69,2.86,2.81,100,100,100,100
08102,34,10000,C5,3410000,7565,2824,3389490,2464398,7565,2824,3389490,2464398,77344,28358,26783501,23106040,100,100,100,100,9.78,9.96,12.66,10.67
08103,34,10000,C5,3410000,15190,5865,6705522,5575858,15190,5865,6717114,5587450,77344,28358,26783501,23106040,100,100,99.83,99.79,19.64,20.68,25.04,24.13
08103,34,14260,C5,3414260,0,0,11592,11592,15190,5865,6717114,5587450,13926,6822,4979876,4721349,0,0,0.17,0.21,0,0,0.23,0.25
08104,34,10000,C5,3410000,23830,9775,8798696,7728811,23851,9786,9194074,8025452,77344,28358,26783501,23106040,99.91,99.89,95.7,96.3,30.81,34.47,32.85,33.45
08104,34,26820,C5,3426820,0,0,334574,246568,23851,9786,9194074,8025452,11456,4712,7206257,6008927,0,0,3.64,3.07,0,0,4.64,4.1
08104,34,82450,C5,3482450,0,0,50485,39754,23851,9786,9194074,8025452,2978,1016,585396,567115,0,0,0.55,0.5,0,0,8.62,7.01
08105,34,10000,C5,3410000,29077,9392,7206675,6724051,29077,9392,7206675,6724051,77344,28358,26783501,23106040,100,100,100,100,37.59,33.12,26.91,29.1
08106,34,02200,C5,3402200,8819,3779,3896857,3854614,9874,4289,4322384,4254576,8819,3779,3896857,3854614,89.32,88.11,90.16,90.6,100,100,100,100
08106,34,02230,C5,3402230,1023,499,401564,375999,9874,4289,4322384,4254576,1023,499,401564,375999,10.36,11.63,9.29,8.84,100,100,100,100
08107,34,14260,C5,3414260,4073,2190,1555527,1485515,13675,6188,4959290,4626019,13926,6822,4979876,4721349,29.78,35.39,31.37,32.11,29.25,32.1,31.24,31.46
08107,34,53880,C5,3453880,4038,1847,1796055,1625772,13675,6188,4959290,4626019,4038,1847,1796055,1625772,29.53,29.85,36.22,35.14,100,100,100,100
08107,34,82450,C5,3482450,2978,1016,534911,527361,13675,6188,4959290,4626019,2978,1016,585396,567115,21.78,16.42,10.79,11.4,100,100,91.38,92.99
08108,34,14260,C5,3414260,9853,4632,3412757,3224242,18045,8200,7349177,7070556,13926,6822,4979876,4721349,54.6,56.49,46.44,45.6,70.75,67.9,68.53,68.29
08109,34,10000,C5,3410000,31,10,351907,281711,22407,9048,12937102,12601071,77344,28358,26783501,23106040,0.14,0.11,2.72,2.24,0.04,0.04,1.31,1.22
08109,34,12385,U1,3412385,27,12,22542,22542,22407,9048,12937102,12601071,14171,5941,9442923,9433431,0.12,0.13,0.17,0.18,0.19,0.2,0.24,0.24
08109,34,45510,C5,3445510,3821,1688,1553273,1553273,22407,9048,12937102,12601071,3821,1688,1553273,1553273,17.05,18.66,12.01,12.33,100,100,100,100
08110,34,10000,C5,3410000,1651,492,331211,331211,19008,6429,20612774,16614191,77344,28358,26783501,23106040,8.69,7.65,1.61,1.99,2.13,1.73,1.24,1.43
08201,34,00100,C5,3400100,8411,3365,18886526,13975074,10007,4091,19512332,14598870,8411,3365,18886526,13975074,84.05,82.25,96.79,95.73,100,100,100,100
08201,34,59640,C5,3459640,1557,713,614190,612180,10007,4091,19512332,14598870,20249,7219,18900763,14746306,15.56,17.43,3.15,4.19,7.69,9.88,3.25,4.15
08202,34,02320,C5,3402320,1334,5434,12759951,10753453,1444,5618,27390218,16153043,1334,5434,12759951,10753453,92.38,96.72,46.59,66.57,100,100,100,100
08203,34,02080,C5,3402080,4,4,174544,174544,9454,9226,34568666,16717729,39558,20013,44124606,27834698,0.04,0.04,0.5,1.04,0.01,0.02,0.4,0.63
08203,34,07810,C5,3407810,9450,9222,26844490,16543185,9454,9226,34568666,16717729,9450,9222,26844490,16543185,99.96,99.96,77.66,98.96,100,100,100,100
08204,34,10270,C5,3410270,3607,4155,7102608,6225729,18557,12849,61230415,52504364,3607,4155,7102608,6225729,19.44,32.34,11.6,11.86,100,100,100,100
08204,34,10330,C5,3410330,10,11,29555,29555,18557,12849,61230415,52504364,291,619,815747,765542,0.05,0.09,0.05,0.06,3.44,1.78,3.62,3.86
08204,34,21660,U1,3421660,2065,889,7853704,7598831,18557,12849,61230415,52504364,2134,920,8701601,8443460,11.13,6.92,12.83,14.47,96.77,96.63,90.26,90
08204,34,52650,U1,3452650,3226,2100,3869686,3773256,18557,12849,61230415,52504364,3226,2100,3869686,3773256,17.38,16.34,6.32,7.19,100,100,100,100
08204,34,76010,U1,3476010,449,175,484165,484165,18557,12849,61230415,52504364,9483,5849,10124299,10057537,2.42,1.36,0.79,0.92,4.73,2.99,4.78,4.81
08204,34,78530,C5,3478530,1024,1043,3038184,3012563,18557,12849,61230415,52504364,1024,1043,3044228,3018077,5.52,8.12,4.96,5.74,100,100,99.8,99.82
08205,34,60030,U1,3460030,6205,1837,6263475,6263475,28626,11394,134118343,109829121,7124,2202,7244203,7244203,21.68,16.12,4.67,5.7,87.1,83.42,86.46,86.46
08205,34,60600,C5,3460600,12,4,219066,219066,28626,11394,134118343,109829121,1115,444,22230200,19377846,0.04,0.04,0.16,0.2,1.08,0.9,0.99,1.13
08205,34,68190,U1,3468190,7242,3548,13090812,12951596,28626,11394,134118343,109829121,7242,3548,13090812,12951596,25.3,31.14,9.76,11.79,100,100,100,100
08210,34,08890,U1,3408890,725,321,4015345,3932253,17167,7682,197134401,178273866,725,321,4015345,3932253,4.22,4.18,2.04,2.21,100,100,100,100
08210,34,10300,U1,3410300,5338,2603,25638578,23118271,17167,7682,197134401,178273866,5338,2603,25638578,23118271,31.09,33.88,13.01,12.97,100,100,100,100
08210,34,80855,U1,3480855,1751,850,8591999,8545200,17167,7682,197134401,178273866,2205,1072,9406341,9359542,10.2,11.06,4.36,4.79,79.41,79.29,91.34,91.3
08212,34,10330,C5,3410330,281,608,786192,735987,294,617,4307791,2159187,291,619,815747,765542,95.58,98.54,18.25,34.09,96.56,98.22,96.38,96.14
08212,34,78530,C5,3478530,0,0,6044,5514,294,617,4307791,2159187,1024,1043,3044228,3018077,0,0,0.14,0.26,0,0,0.2,0.18
08215,34,20350,C5,3420350,4243,1736,29625074,28314199,13442,5624,309331669,300049389,4243,1736,29625074,28314199,31.57,30.87,9.58,9.44,100,100,100,100
08215,34,21420,U1,3421420,507,187,5604585,5602290,13442,5624,309331669,300049389,1437,477,8303554,8301259,3.77,3.33,1.81,1.87,35.28,39.2,67.5,67.49
08215,34,60030,U1,3460030,919,365,980728,980728,13442,5624,309331669,300049389,7124,2202,7244203,7244203,6.84,6.49,0.32,0.33,12.9,16.58,13.54,13.54
08217,34,21420,U1,3421420,70,17,119929,119929,70,17,119929,119929,1437,477,8303554,8301259,100,100,100,100,4.87,3.56,1.44,1.44
08221,34,40530,C5,3440530,7092,2798,10987373,10010490,7092,2798,11069618,10091284,7092,2798,10987373,10010490,100,100,99.26,99.2,100,100,100,100
08221,34,68430,C5,3468430,0,0,82245,80794,7092,2798,11069618,10091284,10795,5556,13360897,10437092,0,0,0.74,0.8,0,0,0.62,0.77
08225,34,52950,C5,3452950,8624,3260,8918009,8815668,8659,3322,20221092,16144085,8624,3260,8918009,8815668,99.6,98.13,44.1,54.61,100,100,100,100
08226,34,54360,C5,3454360,11701,20871,27963560,16401788,11701,20871,33233570,16401788,11701,20871,27963560,16401788,100,100,84.14,100,100,100,100,100
08232,34,59640,C5,3459640,18692,6506,18286573,14134126,19292,6791,20852720,15318799,20249,7219,18900763,14746306,96.89,95.8,87.69,92.27,92.31,90.12,96.75,95.85
08241,34,60600,C5,3460600,1103,440,22011134,19158780,1103,440,22011134,19158780,1115,444,22230200,19377846,100,100,100,100,98.92,99.1,99.01,98.87
08242,34,21660,U1,3421660,69,31,847897,844629,3216,1746,13226032,13091831,2134,920,8701601,8443460,2.15,1.78,6.41,6.45,3.23,3.37,9.74,10
08242,34,63180,U1,3463180,2670,1489,6449816,6368623,3216,1746,13226032,13091831,2670,1489,6449816,6368623,83.02,85.28,48.77,48.65,100,100,100,100
08242,34,80855,U1,3480855,454,222,814342,814342,3216,1746,13226032,13091831,2205,1072,9406341,9359542,14.12,12.71,6.16,6.22,20.59,20.71,8.66,8.7
08243,34,66390,C5,3466390,2114,6900,6556793,5618390,2114,6900,11037287,5618390,2114,6900,6556793,5618390,100,100,59.41,100,100,100,100,100
08244,34,68430,C5,3468430,10795,5556,13278652,10356298,10849,5621,22905377,14948771,10795,5556,13360897,10437092,99.5,98.84,57.97,69.28,100,100,99.38,99.23
08247,34,71010,C5,3471010,866,3247,5081201,3619761,925,3361,24036365,12816864,866,3247,5081201,3619761,93.62,96.61,21.14,28.24,100,100,100,100
08248,34,71250,U1,3471250,158,447,1967733,1548736,158,447,3800582,1548736,158,447,1967733,1548736,100,100,51.77,100,100,100,100,100
08251,34,76010,U1,3476010,9034,5674,9640134,9573372,10364,6355,19953218,16252732,9483,5849,10124299,10057537,87.17,89.28,48.31,58.9,95.27,97.01,95.22,95.19
08260,34,17815,U1,3417815,136,845,405611,405611,13661,23597,64276107,41106308,136,845,405611,405611,1,3.58,0.63,0.99,100,100,100,100
08260,34,53490,C5,3453490,4041,8840,5527574,4539106,13661,23597,64276107,41106308,4041,8840,5527574,4539106,29.58,37.46,8.6,11.04,100,100,100,100
08260,34,80210,C5,3480210,603,893,894417,713641,13661,23597,64276107,41106308,603,893,894417,713641,4.41,3.78,1.39,1.74,100,100,100,100
08260,34,81170,C5,3481170,5325,6843,3613016,3378637,13661,23597,64276107,41106308,5325,6843,3613016,3378637,38.98,29,5.62,8.22,100,100,100,100
08260,34,81200,C5,3481200,3270,5569,3390208,2936639,13661,23597,64276107,41106308,3270,5569,3390208,2936639,23.94,23.6,5.27,7.14,100,100,100,100
08270,34,04660,U1,3404660,597,230,19178413,19149830,8492,3354,312914807,299839889,597,230,19178413,19149830,7.03,6.86,6.13,6.39,100,100,100,100
08270,34,15160,C5,3415160,492,212,23155818,19853242,8492,3354,312914807,299839889,492,212,23155818,19853242,5.79,6.32,7.4,6.62,100,100,100,100
08270,34,21870,C5,3421870,152,66,76107080,71852404,8492,3354,312914807,299839889,1735,673,142704163,138099831,1.79,1.97,24.32,23.96,8.76,9.81,53.33,52.03
08270,34,81890,C5,3481890,2472,1079,20772851,20772851,8492,3354,312914807,299839889,2472,1079,20772851,20772851,29.11,32.17,6.64,6.93,100,100,100,100
08302,34,00850,U1,3400850,35,11,691183,691183,46872,15215,382813510,370561644,1402,533,18445007,17787565,0.07,0.07,0.18,0.19,2.5,2.06,3.75,3.89
08302,34,07600,C5,3407600,25349,6782,16656481,16003485,46872,15215,382813510,370561644,25349,6782,16656481,16003485,54.08,44.57,4.35,4.32,100,100,100,100
08302,34,22530,U1,3422530,1264,573,7739058,7407263,46872,15215,382813510,370561644,1264,573,7739058,7407263,2.7,3.77,2.02,2,100,100,100,100
08302,34,29520,U1,3429520,168,58,261323,253351,46872,15215,382813510,370561644,254,103,550772,533015,0.36,0.38,0.07,0.07,66.14,56.31,47.45,47.53
